plant,month,t_mean,hdd_15,hdd_18,cdd_18,cdd_22,ah_mean,ldd
AZ,2022-01,12.08,90.7,183.5,0.0,0.0,4.015,0.0
AZ,2022-02,13.009,69.5,139.8,0.0,0.0,2.862,0.0
AZ,2022-03,17.464,19.3,54.5,37.8,7.6,2.992,0.0
AZ,2022-04,23.352,0.0,2.3,162.9,61.7,2.858,0.0
AZ,2022-05,28.073,0.0,0.0,312.3,188.3,3.017,0.0
AZ,2022-06,33.471,0.0,0.0,464.1,344.1,6.283,2.7
AZ,2022-07,34.28,0.0,0.0,504.7,380.7,10.455,50.1
AZ,2022-08,31.763,0.0,0.0,426.6,302.6,13.389,107.5
AZ,2022-09,31.194,0.0,0.0,395.8,275.8,9.944,35.7
AZ,2022-10,23.239,0.0,4.2,166.6,77.9,6.558,1.2
AZ,2022-11,14.149,44.8,118.5,3.0,0.0,3.683,0.0
AZ,2022-12,11.129,121.6,213.0,0.0,0.0,5.215,0.2
AZ,2023-01,9.98,155.7,248.6,0.0,0.0,4.661,0.0
AZ,2023-02,11.926,89.8,170.1,0.0,0.0,3.672,0.0
AZ,2023-03,14.426,44.7,113.3,2.5,0.0,4.966,0.0
AZ,2023-04,22.037,5.1,16.3,137.4,54.6,2.868,0.0
AZ,2023-05,27.096,0.0,0.0,282.0,159.9,4.299,0.0
AZ,2023-06,30.297,0.0,0.0,368.9,248.9,3.313,0.0
AZ,2023-07,37.176,0.0,0.0,594.5,470.5,7.603,2.4
AZ,2023-08,33.913,0.0,0.0,493.3,369.3,10.499,42.6
AZ,2023-09,30.491,0.0,0.0,374.7,254.7,6.985,18.5
AZ,2023-10,25.567,0.0,0.2,234.8,120.8,4.922,0.0
AZ,2023-11,18.42,4.2,36.1,48.8,6.9,4.77,2.3
AZ,2023-12,12.553,82.0,168.9,0.0,0.0,4.575,0.0
AZ,2024-01,10.696,136.0,226.4,0.0,0.0,4.568,0.0
AZ,2024-02,13.206,71.2,139.6,0.5,0.0,5.292,0.0
AZ,2024-03,15.384,22.7,87.9,6.8,0.0,4.967,0.0
AZ,2024-04,20.396,11.2,30.3,102.1,33.7,3.969,0.0
AZ,2024-05,26.809,0.0,0.0,273.1,149.8,3.071,0.0
AZ,2024-06,33.855,0.0,0.0,475.6,355.6,6.372,13.3
AZ,2024-07,35.958,0.0,0.0,556.7,432.7,9.855,22.4
AZ,2024-08,34.433,0.0,0.0,509.4,385.4,10.006,27.6
AZ,2024-09,32.462,0.0,0.0,433.9,313.9,6.231,0.7
AZ,2024-10,26.687,0.0,7.2,276.5,174.2,4.15,0.0
AZ,2024-11,15.238,25.1,84.0,1.2,0.0,2.984,0.0
AZ,2024-12,14.568,33.3,107.3,0.9,0.0,2.593,0.0
AZ,2025-01,10.724,133.1,225.6,0.0,0.0,2.05,0.0
AZ,2025-02,16.72,9.6,47.3,11.5,0.0,2.843,0.0
AZ,2025-03,16.874,29.1,78.2,43.2,12.1,3.955,0.0
AZ,2025-04,21.788,2.5,16.3,130.0,49.5,3.135,0.0
AZ,2025-05,27.028,0.0,0.3,280.2,165.5,3.409,0.0
AZ,2025-06,32.747,0.0,0.0,442.4,322.4,4.947,4.6
AZ,2025-07,34.468,0.0,0.0,510.5,386.5,8.052,15.1
AZ,2025-08,35.436,0.0,0.0,540.5,416.5,8.481,7.5
AZ,2025-09,30.405,0.0,0.0,372.2,252.2,10.07,31.5
AZ,2025-10,22.855,0.0,0.0,150.5,50.7,7.572,17.6
AZ,2025-11,17.636,16.0,55.1,44.2,1.2,5.892,0.0
AZ,2025-12,14.6,36.7,106.0,0.6,0.0,4.907,0.0
AZ,2026-01,13.224,60.5,148.1,0.0,0.0,4.411,0.0
AZ,2026-02,17.691,12.6,35.7,27.0,2.6,4.162,0.0
AZ,2026-03,24.076,0.0,4.9,193.2,93.2,3.474,0.0
AZ,2026-04,24.155,0.0,0.0,184.6,71.0,3.55,0.0
AZ,2026-05,27.513,0.0,0.0,294.9,173.5,4.083,0.0
AZ,2026-06,33.525,0.0,0.0,465.7,345.7,5.197,0.1
AZ,2026-07,34.321,0.0,0.0,505.9,381.9,10.251,59.7
AZ,2026-08,38.311,0.0,0.0,81.2,65.2,9.095,0.4
GM1,2022-01,-5.162,625.0,718.0,0.0,0.0,2.006,0.0
GM1,2022-02,-1.349,457.8,541.8,0.0,0.0,2.604,0.0
GM1,2022-03,4.702,322.5,412.2,0.0,0.0,3.839,0.0
GM1,2022-04,8.32,212.5,294.5,4.1,0.0,4.885,0.0
GM1,2022-05,16.696,28.3,73.7,33.2,6.3,8.626,13.9
GM1,2022-06,20.803,0.0,8.9,93.0,27.4,9.873,36.7
GM1,2022-07,23.135,0.0,0.0,159.2,40.8,11.745,62.8
GM1,2022-08,21.826,0.0,0.0,118.6,21.6,12.156,71.2
GM1,2022-09,17.928,22.2,48.6,46.4,1.3,9.918,28.8
GM1,2022-10,10.875,127.9,220.9,0.0,0.0,5.304,0.0
GM1,2022-11,6.54,261.4,345.4,1.6,0.0,4.658,0.4
GM1,2022-12,0.117,461.4,554.4,0.0,0.0,3.099,0.0
GM1,2023-01,1.989,403.3,496.3,0.0,0.0,3.766,0.0
GM1,2023-02,2.555,348.5,432.5,0.0,0.0,3.208,0.0
GM1,2023-03,3.231,364.8,457.8,0.0,0.0,3.38,0.0
GM1,2023-04,10.492,157.6,227.7,2.4,0.0,5.299,0.3
GM1,2023-05,14.651,58.9,118.8,15.0,1.9,6.243,0.0
GM1,2023-06,19.228,1.4,18.7,55.5,7.6,8.881,16.3
GM1,2023-07,22.373,0.0,0.0,135.6,23.2,12.389,76.0
GM1,2023-08,20.775,0.0,1.4,87.4,6.6,11.447,51.1
GM1,2023-09,18.256,1.3,34.0,41.6,13.3,9.808,26.1
GM1,2023-10,12.536,111.4,178.5,9.1,0.0,6.955,3.6
GM1,2023-11,5.111,296.7,386.7,0.0,0.0,3.846,0.0
GM1,2023-12,4.222,334.1,427.1,0.0,0.0,4.17,0.0
GM1,2024-01,-1.102,499.2,592.2,0.0,0.0,2.997,0.0
GM1,2024-02,2.109,373.8,460.8,0.0,0.0,3.245,0.0
GM1,2024-03,5.918,281.5,374.5,0.0,0.0,4.25,0.0
GM1,2024-04,11.399,126.1,203.1,5.1,0.0,6.157,0.5
GM1,2024-05,17.468,16.0,47.4,30.9,1.1,9.101,11.6
GM1,2024-06,21.299,1.6,10.0,108.9,32.0,11.229,59.2
GM1,2024-07,22.888,0.0,1.3,152.8,42.2,12.216,76.3
GM1,2024-08,21.806,0.0,5.6,123.6,32.9,12.332,86.2
GM1,2024-09,19.506,2.5,13.6,58.8,0.8,10.1,30.6
GM1,2024-10,12.775,90.3,164.5,2.6,0.0,6.521,1.6
GM1,2024-11,8.101,215.1,299.1,2.2,0.0,5.196,0.3
GM1,2024-12,0.588,446.8,539.8,0.0,0.0,3.419,0.0
GM1,2025-01,-5.781,644.2,737.2,0.0,0.0,2.076,0.0
GM1,2025-02,-2.153,480.3,564.3,0.0,0.0,2.539,0.0
GM1,2025-03,6.366,273.0,360.7,0.0,0.0,3.947,0.0
GM1,2025-04,10.169,165.0,238.7,3.8,0.0,5.601,0.3
GM1,2025-05,14.305,50.6,122.2,7.6,0.0,8.124,7.9
GM1,2025-06,21.839,4.4,10.6,125.8,42.3,12.753,97.1
GM1,2025-07,23.919,0.0,0.0,183.5,65.3,14.106,128.4
GM1,2025-08,21.194,1.0,15.4,114.4,33.8,10.633,43.7
GM1,2025-09,19.204,0.7,9.9,46.0,0.8,9.089,13.3
GM1,2025-10,12.532,106.6,177.6,8.1,0.0,6.301,1.9
GM1,2025-11,4.984,300.5,390.5,0.0,0.0,4.089,0.0
GM1,2025-12,-2.083,529.6,622.6,0.0,0.0,2.747,0.0
GM1,2026-01,-5.824,645.5,738.5,0.0,0.0,2.227,0.0
GM1,2026-02,-2.418,487.7,571.7,0.0,0.0,2.738,0.0
GM1,2026-03,6.884,261.3,345.7,1.1,0.0,4.723,0.5
GM1,2026-04,12.787,108.8,168.7,12.3,0.0,6.905,4.2
GM1,2026-05,13.817,77.7,146.1,16.4,2.8,7.443,11.3
GM1,2026-06,20.458,0.0,9.4,83.1,20.1,10.793,48.4
GM1,2026-07,23.11,0.0,0.9,159.3,54.0,13.536,112.7
GM1,2026-08,21.509,0.0,0.0,14.0,1.4,12.781,11.1
GM2,2022-01,1.75,414.4,504.4,0.6,0.0,3.373,2.6
GM2,2022-02,5.344,271.5,354.4,0.0,0.0,4.064,0.0
GM2,2022-03,10.888,142.6,224.2,3.7,0.0,5.542,0.0
GM2,2022-04,14.077,75.4,134.7,17.0,0.0,6.972,4.8
GM2,2022-05,21.301,0.4,5.7,108.0,25.6,10.979,42.5
GM2,2022-06,25.585,0.0,0.0,227.6,107.8,12.642,92.8
GM2,2022-07,26.508,0.0,0.0,263.7,139.7,16.406,198.6
GM2,2022-08,24.604,0.0,0.0,204.7,80.7,15.167,160.2
GM2,2022-09,21.643,0.5,10.0,119.3,30.4,10.974,58.2
GM2,2022-10,14.941,44.2,98.9,4.1,0.0,6.34,0.1
GM2,2022-11,10.089,173.1,240.2,2.8,0.0,6.025,4.9
GM2,2022-12,5.772,289.9,379.1,0.0,0.0,5.162,4.3
GM2,2023-01,7.675,229.7,320.1,0.0,0.0,5.553,1.8
GM2,2023-02,9.533,169.0,240.5,3.4,0.0,5.836,3.7
GM2,2023-03,10.574,155.7,232.9,2.7,0.0,5.686,1.5
GM2,2023-04,14.55,48.1,112.8,9.3,0.4,6.992,4.4
GM2,2023-05,19.392,9.9,24.4,67.6,4.0,10.263,43.2
GM2,2023-06,23.135,0.0,0.0,154.1,45.4,11.822,63.4
GM2,2023-07,25.429,0.0,0.0,230.3,106.3,15.512,170.9
GM2,2023-08,24.978,0.0,0.0,216.3,94.1,15.445,168.8
GM2,2023-09,21.917,0.0,0.0,117.5,19.6,11.839,61.8
GM2,2023-10,17.021,29.9,70.2,39.9,3.2,8.189,8.3
GM2,2023-11,10.718,143.7,221.6,3.2,0.0,5.447,0.2
GM2,2023-12,7.42,235.0,328.0,0.0,0.0,4.809,0.0
GM2,2024-01,1.851,407.6,500.6,0.0,0.0,3.767,0.0
GM2,2024-02,8.83,182.5,266.0,0.0,0.0,5.086,0.2
GM2,2024-03,11.861,107.2,190.3,0.0,0.0,6.182,1.3
GM2,2024-04,16.073,44.8,87.7,29.9,0.2,8.128,14.1
GM2,2024-05,20.661,0.0,2.2,84.8,6.4,11.929,68.5
GM2,2024-06,24.498,0.0,0.0,194.9,83.5,13.755,114.3
GM2,2024-07,25.517,0.0,0.0,233.0,109.0,15.572,172.7
GM2,2024-08,25.248,0.0,0.0,224.7,102.9,13.365,106.4
GM2,2024-09,22.086,0.0,0.6,123.2,28.8,12.222,77.5
GM2,2024-10,17.219,24.1,57.7,33.5,2.2,8.374,15.7
GM2,2024-11,13.005,98.4,158.7,8.9,0.0,7.714,11.9
GM2,2024-12,6.492,263.8,356.8,0.0,0.0,4.814,0.0
GM2,2025-01,1.002,434.2,526.9,0.0,0.0,2.939,0.0
GM2,2025-02,6.225,248.8,329.8,0.1,0.0,4.864,1.7
GM2,2025-03,11.915,115.0,190.7,2.1,0.0,5.684,1.7
GM2,2025-04,16.91,45.2,82.2,49.5,5.7,8.966,25.8
GM2,2025-05,19.112,7.2,22.1,56.6,7.2,11.193,54.7
GM2,2025-06,24.105,0.0,0.0,183.2,65.3,15.262,157.9
GM2,2025-07,26.869,0.0,0.0,274.9,150.9,16.827,211.6
GM2,2025-08,25.211,0.0,0.0,223.5,101.0,13.331,119.5
GM2,2025-09,22.835,0.0,0.6,145.7,41.6,11.618,55.3
GM2,2025-10,17.228,28.0,66.3,42.4,3.8,8.464,16.1
GM2,2025-11,11.326,130.4,202.8,2.6,0.0,6.323,6.0
GM2,2025-12,5.899,296.8,376.3,1.1,0.0,4.824,6.9
GM2,2026-01,2.785,382.1,472.1,0.4,0.0,3.747,1.4
GM2,2026-02,7.021,227.4,307.4,0.0,0.0,4.598,0.6
GM2,2026-03,15.136,66.1,115.6,26.8,0.3,7.283,8.0
GM2,2026-04,19.109,11.8,33.6,66.9,6.1,8.292,11.8
GM2,2026-05,20.225,7.4,23.2,92.2,21.2,10.598,68.3
GM2,2026-06,24.465,0.0,0.0,194.0,77.1,14.079,123.9
GM2,2026-07,25.811,0.0,0.0,242.1,118.1,16.992,216.8
GM2,2026-08,24.243,0.0,0.0,25.0,9.0,15.282,21.1
HD,2022-01,-2.927,555.7,648.7,0.0,0.0,2.172,0.0
HD,2022-02,0.421,408.2,492.2,0.0,0.0,2.814,0.0
HD,2022-03,6.862,255.1,345.3,0.0,0.0,4.265,0.0
HD,2022-04,9.745,174.7,253.8,6.1,0.0,5.246,0.0
HD,2022-05,18.249,8.3,38.4,46.1,7.9,9.26,18.1
HD,2022-06,22.419,0.0,0.3,132.9,46.9,10.448,49.7
HD,2022-07,24.053,0.0,0.0,187.6,65.9,13.204,100.9
HD,2022-08,22.574,0.0,0.0,141.8,35.0,12.834,90.3
HD,2022-09,19.07,14.2,34.3,66.4,5.6,9.969,34.7
HD,2022-10,12.135,99.1,182.0,0.2,0.0,4.975,0.0
HD,2022-11,7.187,242.8,325.5,1.1,0.0,4.31,0.0
HD,2022-12,1.015,433.6,526.5,0.0,0.0,3.365,0.0
HD,2023-01,2.894,375.3,468.3,0.0,0.0,3.958,0.0
HD,2023-02,4.695,290.1,372.5,0.0,0.0,3.705,0.0
HD,2023-03,5.269,301.7,394.7,0.0,0.0,3.764,0.0
HD,2023-04,11.597,125.5,196.9,4.9,0.0,5.42,1.7
HD,2023-05,16.285,36.1,76.9,23.8,2.0,7.104,4.2
HD,2023-06,20.594,0.0,4.4,82.2,14.6,9.167,21.7
HD,2023-07,23.61,0.0,0.0,173.9,52.2,13.194,99.3
HD,2023-08,22.565,0.0,0.5,142.0,40.7,11.801,65.3
HD,2023-09,19.993,0.0,6.7,66.5,18.9,9.713,23.9
HD,2023-10,13.958,79.9,142.0,16.7,0.1,6.917,2.0
HD,2023-11,6.456,259.0,346.3,0.0,0.0,4.026,0.0
HD,2023-12,4.53,324.6,417.6,0.0,0.0,4.012,0.0
HD,2024-01,-0.933,493.9,586.9,0.0,0.0,2.998,0.0
HD,2024-02,3.717,327.2,414.2,0.0,0.0,3.597,0.0
HD,2024-03,7.635,228.4,321.3,0.0,0.0,4.601,0.0
HD,2024-04,13.173,95.1,156.7,11.9,0.0,6.675,0.6
HD,2024-05,19.071,3.3,19.6,52.8,3.9,9.921,26.6
HD,2024-06,23.225,0.0,2.8,159.6,62.7,10.92,53.9
HD,2024-07,23.702,0.0,0.0,176.8,59.3,12.452,84.2
HD,2024-08,23.012,0.0,2.9,158.3,57.8,12.026,80.3
HD,2024-09,21.011,1.0,7.6,98.0,17.3,9.395,26.0
HD,2024-10,14.135,66.4,128.8,9.0,0.0,6.501,2.5
HD,2024-11,8.986,192.7,274.1,3.6,0.0,5.659,0.8
HD,2024-12,2.294,393.9,486.9,0.0,0.0,3.715,0.0
HD,2025-01,-5.638,639.8,732.8,0.0,0.0,2.15,0.0
HD,2025-02,-0.686,439.2,523.2,0.0,0.0,2.903,0.0
HD,2025-03,8.236,220.2,304.3,1.6,0.0,4.303,0.0
HD,2025-04,12.297,117.4,181.8,10.7,0.0,6.299,2.3
HD,2025-05,15.608,28.5,85.0,10.9,0.0,8.254,9.6
HD,2025-06,22.451,1.9,6.9,140.5,42.7,13.492,115.5
HD,2025-07,24.35,0.0,0.0,196.9,74.2,15.591,173.3
HD,2025-08,21.184,0.0,12.6,111.2,31.2,12.13,84.4
HD,2025-09,19.927,0.7,10.7,68.5,4.8,9.093,11.0
HD,2025-10,13.266,94.8,159.7,12.9,0.0,6.559,3.0
HD,2025-11,5.76,277.2,367.2,0.0,0.0,4.411,0.0
HD,2025-12,-0.465,479.4,572.4,0.0,0.0,3.225,0.0
HD,2026-01,-4.381,600.8,693.8,0.0,0.0,2.347,0.0
HD,2026-02,-0.721,440.2,524.2,0.0,0.0,3.077,0.0
HD,2026-03,9.401,201.0,272.5,5.9,0.0,5.398,1.5
HD,2026-04,15.965,59.8,101.4,40.3,5.2,6.807,1.7
HD,2026-05,16.129,42.5,88.0,30.0,4.6,8.055,22.9
HD,2026-06,21.544,0.0,2.7,109.0,28.7,11.949,74.9
HD,2026-07,23.933,0.0,0.2,184.1,70.7,14.625,145.4
HD,2026-08,21.918,0.0,0.0,15.7,0.6,13.117,12.5
HG,2022-01,9.262,192.1,279.1,8.3,0.3,5.418,7.1
HG,2022-02,13.389,85.3,143.0,13.9,0.0,7.198,9.9
HG,2022-03,16.435,23.2,68.3,19.8,0.0,8.471,22.4
